,Route_link,Route_name,Bus_name,Bus_type,Dep_time,Duration,Arr_time,Rating,Price,Seat_avail
5900,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,SRKT Travels,A/C Seater / Sleeper (2+1),21:30,04h 30m,02:00,3.9,550,"29 Seats available
2 Single"
5901,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Nani’s Sai Krishna Travels,Non A/C Seater / Sleeper (2+1),21:35,05h 40m,03:15,3.1,499,"25 Seats available
4 Single"
5902,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Sri Padmavathi Travels,Non A/C Seater / Sleeper (2+1),21:40,04h 50m,02:30,3.4,500,"27 Seats available
2 Single"
5903,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,NueGo,Electric A/C Seater/Sleeper (2+1),21:45,04h 45m,02:30,3.4,NA,"20 Seats available
3 Single"
5904,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Sree Sambhavi Tours and Travels,Non A/C Seater / Sleeper (2+1),21:45,04h 45m,02:30,3.4,NA,"38 Seats available
8 Single"
5905,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,SREE PAVAN TRAVELS,Non A/C Seater / Sleeper (2+1),21:50,05h 10m,03:00,3.5,550,"37 Seats available
12 Single"
5906,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Sai RK Travels,Non A/C Seater / Sleeper (2+1),21:55,03h 50m,01:45,3.4,599,"28 Seats available
5 Single"
5907,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Prathap Travels,Non A/C Seater / Sleeper (2+1),21:55,04h 05m,02:00,3.6,600,"36 Seats available
6 Single"
5908,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),22:00,04h 20m,02:20,4.7,NA,"32 Seats available
8 Single"
5909,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Sri Padmavathi Travels,Non A/C Seater / Sleeper (2+1),22:00,05h 00m,03:00,3.4,450,"28 Seats available
4 Single"
5910,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Sri KVR Travels,A/C Seater / Sleeper (2+1),22:00,05h 00m,03:00,4.7,553,"31 Seats available
8 Single"
5911,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Prathap Travels,Non A/C Seater / Sleeper (2+1),22:10,03h 55m,02:05,3.6,600,"27 Seats available
7 Single"
5912,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,SREE PAVAN TRAVELS,NON A/C Seater Push Back (2+2),22:15,04h 15m,02:30,3.5,550,"29 Seats available
14 Window"
5913,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),22:15,04h 15m,02:30,4.7,NA,"49 Seats available
6 Single"
5914,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),22:15,04h 00m,02:15,4.7,NA,"33 Seats available
9 Single"
5915,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Navin Travels,Non A/C Seater / Sleeper (2+1),22:30,04h 30m,03:00,3.8,NA,"24 Seats available
5 Single"
5916,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Sri Amaravathi Travels,NON A/C Hi-Tech Push Back (2+2),22:30,04h 01m,02:31,3.7,550,"29 Seats available
14 Window"
5917,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,RUDRA TOURS & TRAVELS,NON A/C Seater/ Sleeper (2+1),22:30,04h 00m,02:30,3.6,670,"34 Seats available
9 Single"
5918,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),22:30,03h 30m,02:00,4.7,NA,"36 Seats available
10 Single"
5919,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),22:35,04h 25m,03:00,4.7,490,"41 Seats available
10 Single"
5920,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Nani’s Sai Krishna Travels,A/C Seater / Sleeper (2+1),22:40,02h 05m,00:45,3.1,570,"26 Seats available
3 Single"
5921,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Sri Padmavathi Travels,A/C Seater / Sleeper (2+1),22:45,04h 15m,03:00,3.4,700,"30 Seats available
4 Single"
5922,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Sai Sri Krishna Travels,A/C Seater / Sleeper (2+1),22:45,03h 55m,02:40,3.5,NA,"33 Seats available
8 Single"
5923,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Sri Amaravathi Travels,NON A/C Sleeper (2+1),22:45,04h 00m,02:45,3.7,700,"22 Seats available
6 Single"
5924,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Sri KVR Travels,A/C Seater / Sleeper (2+1),22:50,04h 30m,03:20,4.7,NA,"31 Seats available
8 Single"
5925,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Sai Sri Krishna Travels,A/C Seater / Sleeper (2+1),22:50,04h 40m,03:30,3.5,NA,"29 Seats available
6 Single"
5926,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Navin Travels,Non A/C Seater / Sleeper (2+1),22:55,04h 30m,03:25,3.8,NA,"10 Seats available
1 Single"
5927,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),23:00,04h 45m,03:45,4.7,NA,"16 Seats available
2 Single"
5928,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Sri Padmavathi Travels,A/C Sleeper (2+1),23:00,03h 30m,02:30,3.4,800,"24 Seats available
8 Single"
5929,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Nani’s Sai Krishna Travels,Non A/C Seater / Sleeper (2+1),23:00,04h 15m,03:15,3.1,499,"31 Seats available
8 Single"
5930,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Navin Travels,Non A/C Seater / Sleeper (2+1),23:00,04h 45m,03:45,3.8,NA,15 Seats available
5931,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,NueGo,Electric A/C Seater/Sleeper (2+1),23:00,04h 45m,03:45,3.9,NA,"32 Seats available
2 Single"
5932,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Sri KVR Travels,A/C Seater / Sleeper (2+1),23:35,03h 25m,03:00,4.7,NA,"27 Seats available
8 Single"
5933,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Morning Star Travels,A/C Sleeper (2+1),16:30,04h 45m,21:15,2.7,790,"30 Seats available
10 Single"
5934,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,KVR Tours and Travels,A/C Sleeper (2+1),17:30,05h 15m,22:45,2.7,NA,30 Seats available
5935,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Sri Laxmi Sravanthi Siva Tours And Travels,Non A/C Seater / Sleeper (2+1),19:15,06h 15m,01:30,2.8,799,34 Seats available
5936,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Vsaikrishna Travels,NON A/C Sleeper (2+1),20:40,05h 20m,02:00,2.9,699,"32 Seats available
10 Single"
5937,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,New Sindhu Travels,Non A/C Seater / Sleeper (2+1),21:45,04h 00m,01:45,2.6,670,"35 Seats available
25 Window"
5938,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Morning Star Travels,A/C Sleeper (2+1),22:15,03h 35m,01:50,2.7,790,"30 Seats available
10 Single"
5939,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,New Sindhu Travels,Non A/C Seater / Sleeper (2+1),22:15,04h 30m,02:45,2.6,600,"35 Seats available
25 Window"
5940,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,SJR TRAVELS,Non A/C Seater / Sleeper (2+1),22:30,04h 30m,03:00,NA,NA,34 Seats available
5941,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,LAVYASRI Travels,Non A/C Seater / Sleeper (2+1),22:35,04h 10m,02:45,2.7,519,"31 Seats available
7 Single"
5942,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Shyamoli Paribahan Pvt Ltd,Volvo 9600 Multi-Axle A/C Sleeper (2+1),13:30,04h 30m,18:00,4.3,959,"17 Seats available
2 Single"
5943,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Navayuga Travels,A/C Sleeper (2+1),15:00,03h 50m,18:50,3.5,1560,"29 Seats available
11 Single"
5944,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Mahi Trans Solutions,A/C Sleeper (2+1),16:00,05h 55m,21:55,3.9,3499,"30 Seats available
10 Single"
5945,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,YBM Travels(BLM),Volvo Multi-Axle Sleeper A/C (2+1),16:30,04h 50m,21:20,3.6,NA,"1 Seat available
1 Single"
5946,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Zingbus Plus,A/C Sleeper (2+1),16:45,04h 35m,21:20,4.0,NA,24 Seats available
5947,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Mythri Tours And Travels,A/C Sleeper (2+1),18:15,04h 00m,22:15,4.6,NA,"31 Seats available
10 Single"
5948,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Sri Keerthana Sai Travels,A/C Sleeper (2+1),18:30,04h 59m,23:29,3.2,1000,"28 Seats available
8 Single"
5949,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Sri Dhanalakshmi Travels,A/C Sleeper (2+1),19:00,04h 59m,23:59,3.1,NA,30 Seats available
5950,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Jayalakshmi Tours and Travels,A/C Seater / Sleeper (2+1),21:30,05h 00m,02:30,4.1,1500,40 Seats available
